epoch,step,loss,pg_loss,kl,reward_mean,ic_mean,sharpe_mean,max_dd_mean,adv_abs_mean,ratio_mean,lr
1,17,2.003845065832138,-3.1013041734695435e-07,20.038454055786133,0.3451024740934372,0.035507588559994474,0.3140709102153778,0.00447601948690135,0.8111562579870224,1.0,5.142857142857142e-06
1,197,5.174593091011047,-2.576659179354124e-07,51.74593162536621,0.21117030421737581,0.04474121006205678,0.1725085088983178,0.006079399987356737,0.8343379944562912,1.0,7.951807228915663e-06
1,18,1.9785673320293427,-2.682209014892578e-07,19.785675525665283,0.4624384827911854,0.042992787435650826,0.42370257899165154,0.004256836720742285,0.8221304267644882,1.0,5.428571428571429e-06
1,19,2.0430852472782135,4.917383193969727e-07,20.430847644805908,0.3169141113758087,0.07961668027564883,0.24392669275403023,0.00662924754578853,0.8479135036468506,1.0,5.7142857142857145e-06
1,198,5.407666563987732,4.445513066553275e-07,54.07666015625,0.5776047119870782,0.04568294854834676,0.543869161978364,0.011947402039368171,0.8213915377855301,1.0,7.991967871485944e-06
1,20,2.1519224643707275,-1.9371509552001953e-07,21.51922607421875,0.6880987361073494,0.09376505389809608,0.5961582101881504,0.0018245096143800765,0.8510380685329437,1.0,6e-06
1,21,2.02736634016037,2.2258609533309937e-07,20.273661136627197,-0.0036534294486045837,0.057802217081189156,-0.057596661150455475,0.0038589913165196776,0.8189999908208847,1.0,6.285714285714286e-06
1,199,5.136776328086853,4.74353629487112e-07,51.367756843566895,0.3912211521528661,0.06968193175271153,0.3301913533359766,0.008652176746863915,0.8171728253364563,1.0,8.032128514056226e-06
1,22,2.027472198009491,6.891787052154541e-08,20.274721145629883,0.25877778977155685,0.007306939456611872,0.2560782730579376,0.0046074279489403125,0.7886038720607758,1.0,6.571428571428572e-06
1,23,2.0392671823501587,2.1513551473617554e-07,20.392669677734375,-0.09085601568222046,0.027629025280475616,-0.11464214324951172,0.0038429000123869628,0.8446543216705322,1.0,6.857142857142858e-06
1,200,5.0748370885849,-1.4357889455141049e-07,50.748372077941895,0.6104262955486774,0.026430925354361534,0.5887929652817547,0.004797535065335978,0.828783392906189,1.0,8.072289156626508e-06
1,24,2.024227350950241,-7.350463420152664e-07,20.24228024482727,0.21253149211406708,-0.011601660400629044,0.22828835248947144,0.004155187314609066,0.8695123344659805,1.0,7.1428571428571436e-06
1,25,1.8804689943790436,-7.525086402893066e-07,18.804697513580322,-0.03051014244556427,0.070543572306633,-0.0958833396434784,0.0051703304634429514,0.7600814700126648,1.0,7.428571428571429e-06
1,201,5.357767701148987,-4.3461721332960224e-08,53.57767677307129,-0.010605853516608477,0.05703120306134224,-0.053867503767833114,0.013769550947472453,0.7973822206258774,1.0,8.112449799196788e-06
